run_name,timestamp,method,task,dr,early_cos_mean,early_cos_min,early_cos_delta,early_neg_cos_frac,early_align_mean,early_align_min,early_align_delta,final_acc,final_loss,final_f1
mrpc_hetero_fedgeo_v4_seed_1,2026-04-02_16-55-35,fedgeo,mrpc,,-0.014175535490115484,-0.05740663409233093,0.039404258131980896,0.6666666666666666,0.46385326981544495,0.421371191740036,0.047939449548721313,0.696078431372549,0.6522114504786098,
mrpc_hetero_fedgeo_v4_seed_2,2026-04-02_16-58-27,fedgeo,mrpc,,0.051755944887797035,-0.008679836988449097,-0.13646425306797028,0.3333333333333333,0.5214810172716776,0.4849182963371277,-0.09027212858200073,0.46568627450980393,0.7746149395026413,
mrpc_hetero_fedgeo_v4_seed_3,2026-04-02_17-01-20,fedgeo,mrpc,,0.022807335170606773,-0.062173034995794296,-0.1838345192372799,0.3333333333333333,0.5035207271575928,0.4385654330253601,-0.13713353872299194,0.6911764705882353,0.6982630162554628,
mrpc_hetero_fedgeo_v5,2026-04-02_17-26-30,fedgeo,mrpc,,0.048836621145407356,-0.06580770760774612,-0.29752572625875473,0.6666666666666666,0.522357294956843,0.4400748014450073,-0.2093067169189453,0.7352941176470589,0.5806583569330328,
mrpc_hetero_fedgeo_v5b,2026-04-03_15-00-39,fedgeo,mrpc,,0.05205322212229172,-0.06287165731191635,-0.29458967596292496,0.6666666666666666,0.5248023569583893,0.44242873787879944,-0.2069527804851532,0.7352941176470589,0.5789965361941094,
mrpc_hetero_fedgeo_v5b_dr60,2026-04-03_22-44-39,fedgeo,mrpc,0.6,0.07784242633109291,-0.007594162132591009,0.08018817892298102,0.3333333333333333,0.5521332820256551,0.49336737394332886,0.057808518409729004,0.7279411764705882,0.555086777490728,0.7917448405253283
mrpc_hetero_fedgeo_v5b_dr70,2026-04-03_22-47-32,fedgeo,mrpc,0.7,0.04291287328427037,-0.004619961138814688,-0.11651041870936751,0.3333333333333333,0.5258865356445312,0.49252253770828247,-0.08485722541809082,0.7352941176470589,0.5590583629467908,0.8111888111888111
mrpc_hetero_fedgeo_v5b_dr80,2026-04-03_22-50-27,fedgeo,mrpc,0.8,0.048022675017515816,-0.040565088391304016,-0.24662792682647705,0.6666666666666666,0.5237437585989634,0.46214157342910767,-0.17239856719970703,0.7254901960784313,0.5551929771900177,0.8233438485804416
mrpc_hetero_fedgeo_v5b_dr90,2026-04-03_22-53-24,fedgeo,mrpc,0.9,0.05002867244184017,-0.08198348432779312,-0.34159351140260696,0.6666666666666666,0.5221809446811676,0.42891761660575867,-0.2363280951976776,0.7156862745098039,0.6059305621128456,0.7921146953405018
mrpc_hetero_fedgeo_v5b_dr90_1,2026-04-03_23-34-38,fedgeo,mrpc,0.9,0.03513322025537491,-0.01955089531838894,0.0399412177503109,0.3333333333333333,0.497890442609787,0.45104560256004333,0.03929892182350159,0.6838235294117647,0.6578306856693006,0.8122270742358079
mrpc_hetero_fedgeo_v5b_dr90_2,2026-04-03_23-36-05,fedgeo,mrpc,0.9,0.06994933066016529,-0.00023054082703310996,-0.19674085576843936,0.3333333333333333,0.5305944283803304,0.4773356020450592,-0.121758371591568,0.43137254901960786,0.7985767126083374,0.3333333333333333
mrpc_hetero_fedgeo_v5b_dr90_3,2026-04-03_23-37-33,fedgeo,mrpc,0.9,0.06912030652165413,-0.043411582708358765,-0.24048039317131042,0.3333333333333333,0.5383225778738657,0.45728597044944763,-0.16813066601753235,0.6911764705882353,0.738976449358697,0.8157894736842105
mrpc_hetero_fedgeo_v5b_dr90_lr1e4,2026-04-07_13-55-36,fedgeo,mrpc,0.9,0.25649577875932056,0.20835773646831512,-0.09902705252170563,0.0,0.6644237438837687,0.6367664933204651,-0.05618554353713989,0.44362745098039214,0.7377195334901997,0.3881401617250674
mrpc_hetero_fedprox,2026-04-03_21-50-30,fedprox,mrpc,,0.05526224570348859,-0.059740807861089706,-0.2914588265120983,0.6666666666666666,0.5272570053736368,0.44510015845298767,-0.20428135991096497,0.7377450980392157,0.5783427480389091,0.8201680672268907
mrpc_scale_fedavg_c20,2026-04-07_15-31-34,fedavg,mrpc,,0.14806066701809564,0.11839643865823746,0.04319304972887039,0.0,0.4813302357991536,0.45378151535987854,0.04089191555976868,0.6593137254901961,0.6358338372380126,0.7495495495495496
mrpc_scale_fedavg_c50,2026-04-07_15-33-55,fedavg,mrpc,,0.02687947281325857,0.004151292610913515,0.04571312619373202,0.0,0.25240092476209003,0.20953819155693054,0.08315974473953247,0.5906862745098039,0.6783911293628169,0.6484210526315789
